FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
1,100,200,20,0.667,0.923,0.774,0.955,0.778,0.857
2,500,1000,30,0.982,0.982,0.982,0.993,0.993,0.993
2,500,1000,10,0.0,0.0,0.0,0.905,1.0,0.95
1,20,500,40,0.925,0.902,0.914,0.92,0.939,0.929
2,1000,200,40,0.909,0.833,0.87,0.931,0.964,0.947
2,1000,1000,5,0.24,1.0,0.387,1.0,0.902,0.949
2,20,50000,50,0.999,1.0,1.0,1.0,0.999,1.0
1,20,200,50,0.769,0.556,0.645,0.704,0.864,0.776
2,500,500,50,0.976,0.952,0.964,0.966,0.983,0.974
1,1000,500,30,0.838,1.0,0.912,1.0,0.913,0.955
2,500,1000,40,1.0,0.929,0.963,0.95,1.0,0.975
1,50,50000,40,1.0,1.0,1.0,1.0,1.0,1.0
2,50,10000,5,0.771,0.988,0.866,0.999,0.986,0.993
2,500,10000,30,1.0,0.997,0.998,0.999,1.0,0.999
1,50,50000,20,0.999,1.0,1.0,1.0,1.0,1.0
2,50,50000,40,0.999,0.999,0.999,0.999,0.999,0.999
